Theta2,ServoAngle
-101.68,140
-101.67,140
-101.65,140
-101.63,140
-101.66,140
-101.69,141
-101.66,141
-101.65,141
-101.58,141
-101.62,141
-101.66,141
-101.65,141
-101.69,141
-101.76,141
-101.77,141
-101.78,141
-101.79,141
-101.78,141
-101.75,141
-101.77,141
-101.74,142
-101.7,142
-101.73,142
-101.7,142
-101.65,142
-101.64,142
-101.68,142
-101.7,142
-101.84,142
-101.81,142
-101.79,142
-101.76,142
-101.74,142
-101.85,142
-101.86,142
-101.87,143
-101.88,143
-101.85,143
-101.81,143
-101.85,143
-101.82,143
-101.83,143
-101.82,143
-101.83,143
-101.84,143
-101.82,143
-101.87,143
-101.83,143
-101.82,143
-101.73,143
-101.7,144
-101.68,144
-101.65,144
-101.63,144
-101.71,144
-101.72,144
-101.73,144
-101.72,144
-101.74,144
-101.87,144
-101.83,144
-101.9,144
-101.86,144
-101.86,144
-101.82,144
-101.84,145
-101.79,145
-101.8,145
-101.81,145
-101.83,145
-101.85,145
-101.86,145
-101.82,145
-101.8,145
-101.78,145
-101.78,145
-101.8,145
-101.73,145
-101.7,145
-101.76,145
-101.7,146
-101.62,146
-101.61,146
-101.65,146
-101.63,146
-101.65,146
-101.68,146
-101.7,146
-101.69,146
-101.67,146
-101.65,146
-101.64,146
-101.72,146
-101.71,146
-101.74,146
-101.8,147
-101.86,147
-101.87,147
-101.86,147
-101.87,147
-101.88,147
-101.79,147
-101.75,147
-101.77,147
-101.79,147
-101.86,147
-101.87,147
-101.86,147
-101.86,147
-101.87,147
-101.79,148
-101.8,148
-101.88,148
-101.95,148
-101.9,148
-101.87,148
-101.87,148
-101.83,148
-101.84,148
-101.9,148
-101.84,148
-101.76,148
-101.74,148
-101.71,148
-101.69,148
-101.67,149
-101.65,149
-101.68,149
-101.63,149
-101.69,149
-101.72,149
-101.68,149
-101.66,149
-101.66,149
-101.74,149
-101.76,149
-101.72,149
-101.65,149
-101.59,149
-101.58,149
-101.56,150
-101.52,150
-101.57,150
-101.61,150
-101.65,150
-101.67,150
-101.65,150
-101.64,150
-101.62,150
-101.65,150
-101.68,150
-101.68,150
-101.66,150
-101.69,150
-101.7,150
-101.69,151
-101.73,151
-101.69,151
-101.64,151
-101.68,151
-101.66,151
-101.65,151
-101.68,151
-101.76,151
-101.77,151
-101.85,151
-101.85,151
-101.88,151
-101.79,151
-101.8,151
-101.86,152
-101.82,152
-101.79,152
-101.86,152
-101.87,152
-101.83,152
-101.82,152
-101.83,152
-101.89,152
-101.9,152
-101.8,152
-101.76,152
-101.79,152
-101.79,152
-101.74,152
-101.76,153
-101.77,153
-101.75,153
-101.72,153
-101.72,153
-101.74,153
-101.71,153
-101.74,153
-101.73,153
-101.78,153
-101.8,153
-101.85,153
-101.87,153
-101.84,153
-101.9,153
-101.86,154
-101.89,154
-101.85,154
-101.85,154
-101.86,154
-101.81,154
-101.87,154
-101.92,154
-101.92,154
-101.83,154
-101.86,154
-101.87,154
-101.93,154
-101.89,154
-101.81,154
-101.77,155
-101.8,155
-101.82,155
-101.83,155
-101.84,155
-101.81,155
-101.83,155
-101.8,155
-101.78,155
-101.74,155
-101.77,155
-101.69,155
-101.67,155
-101.65,155
-101.72,155
