Theta2,ServoAngle
-5.35,25
-5.35,25
-5.12,25
-5.25,25
-5.3,26
-5.5,26
-5.47,26
-5.32,26
-5.46,26
-5.59,26
-5.56,26
-5.63,26
-5.65,26
-5.68,26
-5.63,26
-5.6,26
-5.58,26
-5.55,26
-5.66,26
-5.62,27
-5.72,27
-5.83,27
-6,27
-6.34,27
-6.51,27
-6.66,27
-6.84,27
-7.01,27
-7.16,27
-7.23,27
-7.15,27
-7.22,27
-7.24,27
-7.36,27
-7.41,28
-7.52,28
-7.55,28
-7.67,28
-7.67,28
-7.66,28
-7.59,28
-7.68,28
-7.71,28
-7.74,28
-7.86,28
-7.91,28
-8.03,28
-8.14,28
-8.03,28
-8.17,29
-8.06,29
-8.01,29
-8.19,29
-8.08,29
-8.11,29
-8.14,29
-8.18,29
-8.21,29
-8.23,29
-8.25,29
-8.35,29
-8.36,29
-8.3,29
-8.31,29
-8.33,30
-8.48,30
-8.47,30
-8.47,30
-8.41,30
-8.56,30
-8.73,30
-8.71,30
-8.69,30
-8.7,30
-8.7,30
-8.63,30
-8.83,30
-8.75,30
-8.66,30
-8.59,31
-8.59,31
-8.53,31
-8.53,31
-8.49,31
-8.48,31
-8.61,31
-8.68,31
-8.67,31
-8.65,31
-8.64,31
-8.66,31
-8.65,31
-8.62,31
-8.61,31
-8.53,32
-8.5,32
-8.49,32
-8.53,32
-8.57,32
-8.6,32
-8.68,32
-8.87,32
-8.79,32
-8.69,32
-8.63,32
-8.65,32
-8.59,32
-8.65,32
-8.63,32
-8.72,33
-8.7,33
-8.68,33
-8.69,33
-8.69,33
-8.67,33
-8.75,33
-8.81,33
-8.82,33
-8.78,33
-8.79,33
-8.85,33
-8.9,33
-8.8,33
-8.86,33
-8.81,34
-8.77,34
-8.83,34
-8.84,34
-8.83,34
-8.87,34
-8.87,34
-8.88,34
-8.84,34
-8.8,34
-8.72,34
-8.68,34
-8.67,34
-8.6,34
-8.44,34
-8.5,35
-8.64,35
-8.8,35
-8.71,35
-8.55,35
-8.51,35
-8.6,35
-8.54,35
-8.59,35
-8.72,35
-8.79,35
-8.89,35
-8.97,35
-9,35
-8.99,35
-8.93,36
-8.9,36
-8.95,36
-8.96,36
-8.99,36
-8.8,36
-8.86,36
-8.78,36
-8.75,36
-8.8,36
-8.91,36
-9.08,36
-9.25,36
-9.27,36
-9.27,36
-9.28,37
-9.28,37
-9.29,37
-9.21,37
-9.16,37
-9.17,37
-9.17,37
-9.1,37
-9.26,37
-9.17,37
-9.14,37
-9.1,37
-9.17,37
-9.23,37
-9.23,37
-9.24,38
-9.24,38
-9.25,38
-9.17,38
-9.18,38
-9.17,38
-9.25,38
-9.26,38
-9.27,38
-9.21,38
-9.4,38
-9.39,38
-9.29,38
-9.15,38
-9.16,38
-9.13,39
-9.15,39
-9.08,39
-9.11,39
-9.25,39
-9.37,39
-9.36,39
-9.57,39
-9.56,39
-9.58,39
-9.6,39
-9.51,39
-9.49,39
-9.62,39
-9.39,39
-9.44,40
-9.51,40
-9.64,40
-9.6,40
-9.59,40
-9.57,40
-9.55,40
-9.47,40
-9.45,40
-9.43,40
-9.41,40
-9.4,40
-9.4,40
-9.24,40
-9.32,40
-9.29,41
-9.25,41
-9.25,41
-9.27,41
-9.27,41
-9.2,41
-9.1,41
-9.27,41
-9.27,41
-9.37,41
-9.22,41
-9.24,41
-9.15,41
-9.08,41
-9.1,41
-9.25,42
-9.3,42
-9.22,42
-9.23,42
-9.23,42
-9.23,42
-9.23,42
-9.16,42
-9.17,42
-9.18,42
-9.19,42
-9.2,42
-9.22,42
-9.18,42
-9.24,42
-9.05,43
-9.07,43
-9.05,43
-9.09,43
-9.1,43
-8.94,43
-9.01,43
-9.03,43
-9.02,43
-9.06,43
-9.09,43
-9.06,43
-9.09,43
-9.17,43
-9.28,43
-9.28,44
-9.29,44
-9.3,44
-9.31,44
-9.34,44
-9.34,44
-9.35,44
-9.43,44
-9.37,44
-9.41,44
-9.32,44
-9.31,44
-9.32,44
-9.33,44
-9.33,44
-9.29,45
-9.31,45
-9.13,45
-9.14,45
-9.1,45
-9.17,45
-9.19,45
-9.21,45
-9.37,45
-9.36,45
-9.35,45
-9.48,45
-9.55,45
-9.5,45
-9.39,45
-9.39,46
-9.34,46
-9.3,46
-9.38,46
-9.37,46
-9.3,46
-9.33,46
-9.2,46
-9.22,46
-9.22,46
-9.37,46
-9.43,46
-9.41,46
-9.27,46
-9.28,46
-9.28,47
-9.24,47
-9.12,47
-9.13,47
-9.18,47
-9.15,47
-9.16,47
-9.18,47
-9.34,47
-9.28,47
-9.29,47
-9.15,47
-9.18,47
-9.05,47
-9.08,47
-9.05,48
-8.93,48
-8.84,48
-8.88,48
-8.92,48
-8.97,48
-8.92,48
-8.74,48
-8.79,48
-8.84,48
-8.84,48
-8.94,48
-9.07,48
-9.15,48
-9.13,48
-9.09,49
-9.03,49
-9.12,49
-9.06,49
-9.14,49
-9.29,49
-9.3,49
-9.44,49
-9.33,49
-9.25,49
-9.25,49
-9.21,49
-9.22,49
-9.39,49
-9.48,49
-9.38,50
-9.29,50
-9.3,50
-9.31,50
-9.28,50
-9.4,50
-9.4,50
-9.33,50
-9.39,50
-9.3,50
-9.31,50
-9.31,50
-9.25,50
-9.37,50
-9.35,50
-9.36,51
-9.27,51
-9.27,51
-9.28,51
-9.2,51
-9.27,51
-9.42,51
-9.38,51
-9.32,51
-9.32,51
-9.24,51
-9.26,51
-9.22,51
-9.23,51
-9.24,51
-9.26,52
-9.37,52
-9.32,52
-9.13,52
-9.38,52
-9.51,52
-9.36,52
-9.36,52
-9.3,52
-9.22,52
-9.15,52
-9.04,52
-9.03,52
-9.21,52
-9.21,52
-9.19,53
-9.13,53
-9,53
-8.96,53
-9.06,53
-9.09,53
-9.26,53
-9.21,53
-8.95,53
-8.98,53
-9.15,53
-9.1,53
-9.12,53
-9.3,53
-9.16,53
-9.05,54
-8.94,54
-9,54
-9.13,54
-9.15,54
-9.05,54
-9.07,54
-9.08,54
-9.09,54
-9.1,54
-9.27,54
-9.33,54
-9.29,54
-9.42,54
-9.47,54
-9.32,55
-9.36,55
-9.32,55
-9.32,55
-9.24,55
-9.26,55
-9.31,55
-9.18,55
-9.2,55
-9.27,55
-9.42,55
-9.34,55
-9.27,55
-9.26,55
-9.13,55
-9.25,56
-9.43,56
-9.29,56
-9.41,56
-9.27,56
-9.14,56
-9.17,56
-9.05,56
-9.22,56
-9.38,56
-9.29,56
-9.24,56
-9.24,56
-9.26,56
-9.22,56
-9.36,57
-9.36,57
-9.37,57
-9.23,57
-9.23,57
-9.11,57
-9.05,57
-8.89,57
-8.96,57
-9.01,57
-8.99,57
-9.17,57
-9.05,57
-9.12,57
-9.29,57
-9.28,58
-9.14,58
-9.07,58
-9.06,58
-8.82,58
-8.79,58
-8.89,58
-8.95,58
-9.13,58
-9.06,58
-9.04,58
-8.99,58
-9.15,58
-9.3,58
-9.3,58
-9.31,59
-9.23,59
-9.17,59
-9.18,59
-9.21,59
-9.09,59
-8.98,59
-9.06,59
-9.02,59
-9.14,59
-9.13,59
-9.16,59
-9.04,59
-8.99,59
-9.03,59
-9.22,60
-9.17,60
-9.13,60
-9.16,60
-9.09,60
-9.07,60
-9.1,60
-9.13,60
-9.21,60
-9.23,60
-9.19,60
-9.02,60
-8.98,60
-8.95,60
-8.99,60
-9.22,61
-9.15,61
-9.18,61
-9.19,61
-9.34,61
-9.35,61
-9.32,61
-9.46,61
-9.46,61
-9.4,61
-9.31,61
-9.24,61
-9.12,61
-9.16,61
-9.15,61
-9.12,62
-9.2,62
-9.18,62
-9.11,62
-9.11,62
-9.05,62
-9.08,62
-9.1,62
-9.11,62
-9.23,62
-9.25,62
-9.27,62
-9.2,62
-9.08,62
-8.98,62
-9.22,63
-9.23,63
-9.25,63
-9.12,63
-9.03,63
-8.92,63
-9.16,63
-9.18,63
-9.15,63
-9.19,63
-9.12,63
-9.15,63
-9.09,63
-9.07,63
-9.06,63
-9.12,64
-9.27,64
-9.23,64
-9.35,64
-9.27,64
-9.28,64
-9.44,64
-9.42,64
-9.47,64
-9.36,64
-9.22,64
-9.24,64
-9.25,64
-9.26,64
-9.51,64
-9.27,65
-9.2,65
-9.13,65
-9.07,65
-9.11,65
-9.16,65
-9.18,65
-9.19,65
-9.07,65
-9.01,65
-9.07,65
-9.1,65
-9.08,65
-9.26,65
-9.34,65
-9.36,66
-9.36,66
-9.4,66
-9.4,66
-9.4,66
-9.5,66
-9.54,66
-9.34,66
-9.31,66
-9.23,66
-9.11,66
-9.27,66
-9.15,66
-9.13,66
-9.07,66
-9.19,67
-9.16,67
-9.2,67
-9.07,67
-8.96,67
-8.95,67
-8.86,67
-8.82,67
-8.74,67
-8.82,67
-9.14,67
-9.16,67
-9.22,67
-9.22,67
-9.33,67
-9.18,68
-9.19,68
-9.21,68
-9.33,68
-9.35,68
-9.41,68
-9.27,68
-9.38,68
-9.3,68
-9.27,68
-9.33,68
-9.43,68
-9.28,68
-9.22,68
-9.25,68
-9.26,69
-9.29,69
-9.31,69
-9.32,69
-9.23,69
-9.25,69
-9.29,69
-9.21,69
-9.29,69
-9.36,69
-9.62,69
-9.91,69
-10.17,69
-10.39,69
-10.58,69
-10.74,70
-11,70
-11.07,70
-11.21,70
-11.21,70
-11.3,70
-11.46,70
-11.6,70
-11.6,70
-11.75,70
-11.77,70
-11.81,70
-11.8,70
-11.82,70
-11.8,70
-11.79,71
-11.95,71
-12.2,71
-12.29,71
-12.69,71
-12.9,71
-13.06,71
-13.18,71
-13.36,71
-13.89,71
-13.95,71
-14,71
-14.11,71
-14.26,71
-14.28,71
-14.44,72
-14.55,72
-14.6,72
-14.67,72
-14.82,72
-15.04,72
-15.45,72
-15.63,72
-15.73,72
-15.97,72
-16.06,72
-16.24,72
-16.23,72
-16.45,72
-16.62,72
-16.79,73
-16.94,73
-16.97,73
-16.89,73
-16.96,73
-17.15,73
-17.19,73
-17.12,73
-17.05,73
-17.13,73
-17.17,73
-17.05,73
-16.96,73
-16.96,73
-16.96,73
-16.96,74
-16.93,74
-16.88,74
-16.76,74
-16.79,74
-17.29,74
-17.6,74
-17.99,74
-18.39,74
-18.83,74
-19.12,74
-19.19,74
-19.25,74
-19.44,74
-19.82,74
-20.03,75
-20.18,75
-20.43,75
-20.7,75
-20.89,75
-21.07,75
-21.27,75
-21.45,75
-21.58,75
-21.64,75
-21.66,75
-21.79,75
-21.74,75
-21.82,75
-21.99,75
-22.19,76
-22.24,76
-22.32,76
-22.6,76
-22.62,76
-22.72,76
-22.85,76
-23,76
-22.93,76
-23.08,76
-23.2,76
-23.23,76
-23.27,76
-23.21,76
-23.15,76
-23.2,77
-23.26,77
-23.47,77
-23.42,77
-23.62,77
-23.81,77
-24.11,77
-24.2,77
-24.37,77
-24.39,77
-24.63,77
-24.7,77
-24.86,77
-24.87,77
-25.22,77
-25.2,78
-25.29,78
-25.56,78
-25.74,78
-26.04,78
-26.21,78
-26.42,78
-26.73,78
-26.77,78
-26.92,78
-27.13,78
-27.37,78
-27.54,78
-27.61,78
-27.72,78
-27.85,79
-28.01,79
-28.24,79
-28.61,79
-28.64,79
-28.83,79
-29.05,79
-29.24,79
-29.29,79
-29.47,79
-29.67,79
-29.92,79
-29.95,79
-30.11,79
-30.25,79
-30.29,80
-30.28,80
-30.58,80
-30.75,80
-30.77,80
-30.91,80
-31.22,80
-31.37,80
-31.33,80
-31.43,80
-31.55,80
-31.49,80
-31.54,80
-31.4,80
-31.56,80
-31.7,81
-31.63,81
-31.64,81
-31.75,81
-31.8,81
-32.04,81
-32.18,81
-32.44,81
-32.74,81
-32.83,81
-32.85,81
-33.03,81
-33.27,81
-33.32,81
-33.35,81
-33.34,82
-33.55,82
-33.81,82
-34.04,82
-34.18,82
-34.26,82
-34.2,82
-34.22,82
-34.41,82
-34.59,82
-34.8,82
-34.93,82
-35.11,82
-35.04,82
-35.1,82
-34.98,83
-35.09,83
-35.25,83
-35.29,83
-35.5,83
-35.62,83
-35.79,83
-35.83,83
-36.11,83
-36.25,83
-36.36,83
-36.34,83
-36.25,83
-36.49,83
-36.75,83
-36.82,84
-37.05,84
-37.09,84
-37.3,84
-37.38,84
-37.57,84
-37.73,84
-37.95,84
-37.84,84
-37.94,84
-38.01,84
-38.15,84
-38.32,84
-38.35,84
-38.57,84
-38.7,85
-38.76,85
-39.12,85
-39.09,85
-39.29,85
-39.35,85
-39.36,85
-39.43,85
-39.49,85
-39.47,85
-39.46,85
-39.74,85
-39.77,85
-39.68,85
-39.82,85
-39.72,86
-39.98,86
-40.28,86
-40.55,86
-40.74,86
-40.85,86
-40.89,86
-41.04,86
-41.29,86
-41.41,86
-41.45,86
-41.54,86
-41.51,86
-41.37,86
-41.24,86
-41.37,87
-41.48,87
-41.76,87
-41.9,87
-42.08,87
-42.18,87
-42.39,87
-42.58,87
-42.86,87
-42.88,87
-42.84,87
-42.81,87
-42.61,87
-42.67,87
-42.89,87
-42.97,88
-43.04,88
-43.17,88
-43.23,88
-43.39,88
-43.6,88
-43.78,88
-43.83,88
-43.94,88
-43.92,88
-43.9,88
-43.89,88
-43.87,88
-44.03,88
-44.17,88
-44.2,89
-44.34,89
-44.58,89
-44.79,89
-44.98,89
-45.09,89
-45.19,89
-45.18,89
-45.34,89
-45.42,89
-45.09,89
-44.96,89
-45.14,89
-45.3,89
-45.38,89
-45.69,90
-45.97,90
-46.14,90
-46.33,90
-46.67,90
-46.63,90
-46.78,90
-46.9,90
-47.01,90
-47.22,90
-47.35,90
-47.47,90
-47.47,90
-47.52,90
-47.68,90
-47.84,91
-47.98,91
-47.82,91
-47.84,91
-47.93,91
-48.06,91
-48.06,91
-48.13,91
-48.13,91
-48.29,91
-48.34,91
-48.38,91
-48.41,91
-48.56,91
-48.52,91
-48.81,92
-48.92,92
-49.19,92
-49.16,92
-49.35,92
-49.52,92
-49.51,92
-49.66,92
-49.69,92
-49.72,92
-49.64,92
-49.67,92
-49.77,92
-49.89,92
-50.06,92
-50.16,93
-50.33,93
-50.52,93
-50.59,93
-50.61,93
-50.88,93
-50.96,93
-50.99,93
-50.9,93
-50.98,93
-51.16,93
-51.32,93
-51.2,93
-51.27,93
-51.2,93
-51.3,94
-51.47,94
-51.49,94
-51.67,94
-51.63,94
-51.81,94
-51.91,94
-52.05,94
-52.19,94
-52.15,94
-52.23,94
-52.44,94
-52.49,94
-52.59,94
-52.5,94
-52.6,95
-52.76,95
-52.95,95
-52.97,95
-53.05,95
-53.17,95
-53.01,95
-53.07,95
-53.23,95
-53.5,95
-53.67,95
-53.56,95
-53.52,95
-53.43,95
-53.24,95
-53.45,96
-53.53,96
-53.79,96
-53.95,96
-54.04,96
-54.02,96
-54.16,96
-54.08,96
-54.26,96
-54.54,96
-54.62,96
-54.42,96
-54.5,96
-54.66,96
-54.78,96
-54.86,97
-54.98,97
-55.19,97
-55.38,97
-55.3,97
-55.23,97
-55.26,97
-55.44,97
-55.41,97
-55.4,97
-55.52,97
-55.58,97
-55.68,97
-55.77,97
-55.8,97
-55.95,98
-56.04,98
-56.26,98
-56.32,98
-56.49,98
-56.62,98
-56.85,98
-56.92,98
-56.93,98
-57.08,98
-57.22,98
-57.3,98
-57.45,98
-57.55,98
-57.74,98
-57.7,99
-57.87,99
-57.98,99
-57.98,99
-58.13,99
-58.29,99
-58.34,99
-58.45,99
-58.35,99
-58.5,99
-58.67,99
-58.77,99
-58.82,99
-58.91,99
-58.98,99
-59.06,100
-59.05,100
-59.14,100
-59.27,100
-59.48,100
-59.6,100
-59.74,100
-59.86,100
-60.04,100
-59.99,100
-59.67,100
-59.69,100
-59.65,100
-59.71,100
-59.81,100
-59.8,101
-59.87,101
-59.8,101
-59.89,101
-60.02,101
-59.87,101
-60.14,101
-60.01,101
-60.13,101
-60.18,101
-60.28,101
-60.38,101
-60.46,101
-60.53,101
-60.6,101
-60.65,102
-60.59,102
-60.64,102
-60.71,102
-60.78,102
-61.03,102
-61.28,102
-61.32,102
-61.2,102
-61.18,102
-61.05,102
-61.14,102
-61.09,102
-60.98,102
-60.71,102
-60.83,103
-61.01,103
-61.26,103
-61.56,103
-61.45,103
-61.47,103
-61.76,103
-61.76,103
-61.75,103
-61.84,103
-62.07,103
-62.18,103
-62.41,103
-62.57,103
-62.71,103
-62.57,104
-62.43,104
-62.21,104
-62.42,104
-62.56,104
-62.65,104
-62.63,104
-62.77,104
-62.82,104
-62.97,104
-63.02,104
-63.06,104
-63.1,104
-63.31,104
-63.37,104
-63.34,105
-63.37,105
-63.41,105
-63.48,105
-63.54,105
-63.69,105
-63.95,105
-63.97,105
-64.16,105
-64.15,105
-64.02,105
-64.13,105
-64.32,105
-64.26,105
-64.33,105
-64.36,106
-64.51,106
-64.56,106
-64.51,106
-64.51,106
-64.64,106
-64.8,106
-64.87,106
-64.85,106
-64.95,106
-64.77,106
-64.87,106
-65.06,106
-65.08,106
-65.07,106
-65.11,107
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
-64.55,116
-65.58,116
-66.4,116
-67.18,116
-67.95,116
-68.49,116
-68.97,116
-69.37,116
-69.95,116
-70.49,116
-70.72,116
-71.21,116
-71.65,116
-71.99,117
-72.29,117
-72.47,117
-72.69,117
-72.83,117
-72.97,117
-73.29,117
-73.58,117
-73.64,117
-73.61,117
-73.83,117
-73.9,117
-73.84,117
-73.9,117
-73.86,117
-74.04,118
-74.18,118
-74.22,118
-74.31,118
-74.39,118
-74.59,118
-74.73,118
-75.13,118
-75.39,118
-75.38,118
-75.45,118
-75.51,118
-75.52,118
-75.55,118
-75.71,118
-75.79,119
-75.69,119
-75.79,119
-75.88,119
-75.96,119
-75.88,119
-75.81,119
-75.33,119
-75.26,119
-75.26,119
-75.12,119
-75.27,119
-75.41,119
-75.47,119
-75.53,119
-75.58,120
-75.63,120
-75.61,120
-75.71,120
-75.78,120
-75.76,120
-75.66,120
-75.57,120
-75.69,120
-76,120
-76.03,120
-76.1,120
-76.09,120
-76.23,120
-76.31,120
-76.43,121
-76.54,121
-76.57,121
-76.5,121
-76.55,121
-76.45,121
-76.61,121
-76.7,121
-76.57,121
-76.61,121
-76.55,121
-76.59,121
-76.76,121
-76.78,121
-76.8,121
-76.89,122
-76.9,122
-77.01,122
-77.09,122
-77.15,122
-77.37,122
-77.35,122
-77.4,122
-77.6,122
-77.48,122
-77.57,122
-77.68,122
-77.72,122
-77.7,122
-77.78,122
-77.92,123
-77.84,123
-78,123
-77.91,123
-78.14,123
-78.28,123
-78.32,123
-78.31,123
-78.17,123
-78.19,123
-78.21,123
-78.12,123
-78.04,123
-78.15,123
-78.17,123
-78.29,124
-78.32,124
-78.42,124
-78.52,124
-78.47,124
-78.52,124
-78.61,124
-78.34,124
-78.53,124
-78.63,124
-78.77,124
-78.6,124
-78.68,124
-78.61,124
-78.69,124
-78.84,125
-78.96,125
-78.95,125
-79.08,125
-78.79,125
-78.84,125
-78.62,125
-78.76,125
-78.91,125
-79.01,125
-78.75,125
-78.9,125
-78.82,125
-79.01,125
-78.82,125
-78.81,126
-78.9,126
-79.01,126
-79.15,126
-79.19,126
-79.3,126
-79.28,126
-79.18,126
-79.37,126
-79.4,126
-79.45,126
-79.17,126
-79.27,126
-79.18,126
-79.25,126
-79.22,127
-79.25,127
-79.35,127
-79.47,127
-79.48,127
-79.5,127
-79.45,127
-79.61,127
-79.52,127
-79.74,127
-79.82,127
-79.79,127
-79.67,127
-79.79,127
-79.78,127
-79.79,128
-79.73,128
-79.81,128
-79.95,128
-80.06,128
-80.32,128
-80.48,128
-80.75,128
-80.92,128
-81.02,128
-81.07,128
-81.1,128
-81.19,128
-81.28,128
-81.32,128
-81.36,129
-81.28,129
-81.16,129
-81.3,129
-81.29,129
-81.3,129
-81.49,129
-81.47,129
-81.58,129
-81.54,129
-81.56,129
-81.59,129
-81.57,129
-81.62,129
-81.77,129
-81.9,130
-81.93,130
-81.95,130
-82.03,130
-82.11,130
-82.25,130
-82.25,130
-82.33,130
-82.27,130
-82.32,130
-82.43,130
-82.48,130
-82.51,130
-82.55,130
-82.51,130
-82.54,131
-82.48,131
-82.52,131
-82.48,131
-82.7,131
-82.65,131
-82.61,131
-82.78,131
-82.87,131
-82.92,131
-82.99,131
-82.94,131
-82.92,131
-82.9,131
-82.89,131
-82.95,132
-82.94,132
-82.93,132
-83.07,132
-83.22,132
-83.26,132
-83.37,132
-83.55,132
-83.54,132
-83.57,132
-83.59,132
-83.55,132
-83.52,132
-83.62,132
-83.77,132
-83.86,133
-84.06,133
-84.21,133
-84.35,133
-84.38,133
-84.31,133
-84.34,133
-84.29,133
-84.33,133
-84.21,133
-84.2,133
-84.22,133
-84.13,133
-84.18,133
-84.23,133
-84.18,134
-84.23,134
-84.24,134
-84.35,134
-84.28,134
-84.31,134
-84.33,134
-84.5,134
-84.5,134
-84.62,134
-84.72,134
-84.67,134
-84.63,134
-84.78,134
-84.81,134
-84.81,135
-84.84,135
-84.93,135
-84.91,135
-84.9,135
-84.97,135
-85.15,135
-85.1,135
-85.02,135
-85.06,135
-85.09,135
-85.1,135
-85.06,135
-85.14,135
-85.17,135
-85.19,136
-85.3,136
-85.31,136
-85.31,136
-85.33,136
-85.25,136
-85.26,136
-85.27,136
-85.29,136
-85.39,136
-85.52,136
-85.6,136
-85.52,136
-85.49,136
-85.43,136
-85.42,137
-85.36,137
-85.36,137
-85.37,137
-85.37,137
-85.32,137
-85.53,137
-85.39,137
-85.53,137
-85.52,137
-85.37,137
-85.34,137
-85.42,137
-85.41,137
-85.34,137
-85.3,138
-85.24,138
-85.2,138
-85.16,138
-85.3,138
-85.34,138
-85.47,138
-85.54,138
-85.67,138
-85.9,138
-86.05,138
-86.16,138
-86.26,138
-86.34,138
-86.48,138
-86.4,139
-86.3,139
-86.39,139
-86.4,139
-86.41,139
-86.54,139
-86.52,139
-86.58,139
-86.57,139
-86.66,139
-86.71,139
-86.49,139
-86.5,139
-86.57,139
-86.56,139
-86.56,140
-86.56,140
-86.62,140
-86.59,140
-86.56,140
-86.72,140
-86.76,140
-86.85,140
-86.87,140
-86.77,140
-86.79,140
-86.72,140
-86.7,140
-86.66,140
-86.71,140
-86.63,141
-86.62,141
-86.67,141
-86.71,141
-86.75,141
-86.79,141
-86.76,141
-86.71,141
-86.76,141
-86.62,141
-86.56,141
-86.54,141
-86.54,141
-86.6,141
-86.59,141
-86.65,142
-86.61,142
-86.67,142
-86.88,142
-87.07,142
-87.19,142
-87.35,142
-87.39,142
-87.53,142
-87.71,142
-87.92,142
-87.93,142
-87.85,142
-88,142
-87.94,142
-88.05,143
-88.18,143
-88.3,143
-88.27,143
-88.32,143
-88.42,143
-88.41,143
-88.45,143
-88.49,143
-88.52,143
-88.44,143
-88.58,143
-88.6,143
-88.62,143
-88.63,143
-88.32,144
-88.42,144
-88.4,144
-88.39,144
-88.35,144
-88.39,144
-88.35,144
-88.35,144
-88.45,144
-88.4,144
-88.46,144
-88.5,144
-88.58,144
-88.6,144
-88.68,144
-88.69,145
-88.65,145
-88.58,145
-88.6,145
-88.57,145
-88.56,145
-88.64,145
-88.71,145
-88.66,145
-88.63,145
-88.75,145
-88.67,145
-88.69,145
-88.7,145
-88.71,145
-88.58,146
-88.61,146
-88.63,146
-88.59,146
-88.53,146
-88.61,146
-88.68,146
-88.64,146
-88.57,146
-88.55,146
-88.62,146
-88.49,146
-88.44,146
