Frame,Theta1,Theta2,Theta3,ServoAngle,Time(s)
1907,-103.46,-81.64,1.76,129,116.567
1908,-103.50,-81.67,1.69,129,116.614
1909,-103.45,-81.63,1.66,129,116.662
1910,-103.44,-81.62,1.54,129,116.708
1911,-103.39,-81.57,1.53,129,116.755
1912,-103.40,-81.53,1.31,129,116.804
1913,-103.34,-81.65,1.43,129,116.850
1914,-103.31,-81.68,1.40,129,116.911
1915,-103.28,-81.70,1.37,129,116.971
1916,-103.25,-81.71,1.38,129,117.020
1917,-103.26,-81.73,1.29,129,117.066
1918,-103.32,-81.90,1.38,129,117.125
1919,-103.33,-81.94,1.35,129,117.175
1920,-103.35,-81.98,1.32,129,117.219
1921,-103.31,-81.97,1.23,130,117.368
1922,-103.27,-82.05,1.43,130,117.417
1923,-103.19,-82.05,1.46,130,117.478
1924,-103.15,-82.14,1.66,130,117.525
1925,-103.12,-82.23,1.85,130,117.572
1926,-103.11,-82.27,1.91,130,117.619
1927,-103.07,-82.33,2.00,130,117.667
1928,-103.02,-82.31,1.97,130,117.725
1929,-103.06,-82.37,1.95,130,117.771
1930,-103.09,-82.40,1.85,130,117.820
1931,-103.06,-82.37,1.76,130,117.880
1932,-103.13,-82.52,1.84,130,117.928
1933,-103.10,-82.50,1.83,130,117.976
1934,-103.11,-82.53,1.79,130,118.037
1935,-103.13,-82.56,1.76,130,118.087
1936,-103.11,-82.66,1.98,131,118.240
1937,-103.07,-82.62,1.86,131,118.303
1938,-103.07,-82.64,1.80,131,118.348
1939,-103.03,-82.53,1.66,131,118.411
1940,-102.96,-82.49,1.62,131,118.458
1941,-102.96,-82.55,1.67,131,118.508
1942,-103.01,-82.56,1.57,131,118.554
1943,-103.01,-82.58,1.54,131,118.614
1944,-103.04,-82.70,1.63,131,118.676
1945,-103.02,-82.69,1.66,131,118.739
1946,-103.01,-82.75,1.74,131,118.800
1947,-103.00,-82.68,1.63,131,118.848
1948,-102.98,-82.67,1.63,131,118.895
1949,-102.93,-82.61,1.65,131,118.945
1950,-102.89,-82.57,1.61,131,119.004
1951,-102.85,-82.58,1.66,132,119.162
1952,-102.91,-82.72,1.74,132,119.208
1953,-102.91,-82.72,1.62,132,119.267
1954,-102.88,-82.75,1.73,132,119.315
1955,-102.83,-82.73,1.70,132,119.379
1956,-102.84,-82.75,1.68,132,119.427
1957,-102.85,-82.81,1.75,132,119.483
1958,-102.80,-82.81,1.77,132,119.531
1959,-102.85,-82.86,1.75,132,119.578
1960,-102.85,-82.84,1.63,132,119.642
1961,-102.82,-82.83,1.68,132,119.701
1962,-102.77,-82.76,1.65,132,119.749
1963,-102.74,-82.78,1.75,132,119.795
1964,-102.68,-82.76,1.77,132,119.856
1965,-102.71,-82.82,1.86,132,119.901
1966,-102.67,-82.82,1.87,133,120.060
1967,-102.70,-82.81,1.78,133,120.107
1968,-102.62,-82.67,1.68,133,120.168
1969,-102.65,-82.74,1.75,133,120.216
1970,-102.68,-82.80,1.82,133,120.263
1971,-102.65,-82.74,1.74,133,120.314
1972,-102.64,-82.61,1.60,133,120.373
1973,-102.58,-82.53,1.47,133,120.422
1974,-102.62,-82.55,1.43,133,120.467
1975,-102.61,-82.50,1.36,133,120.515
1976,-102.60,-82.54,1.40,133,120.575
1977,-102.61,-82.54,1.36,133,120.622
1978,-102.64,-82.62,1.39,133,120.683
1979,-102.61,-82.57,1.29,133,120.731
1980,-102.61,-82.62,1.40,133,120.791
1981,-102.60,-82.71,1.49,134,120.944
1982,-102.53,-82.66,1.49,134,121.005
1983,-102.47,-82.67,1.53,134,121.065
1984,-102.38,-82.65,1.63,134,121.114
1985,-102.38,-82.71,1.65,134,121.176
1986,-102.39,-82.78,1.72,134,121.222
1987,-102.36,-82.70,1.54,134,121.270
1988,-102.33,-82.66,1.46,134,121.315
1989,-102.26,-82.57,1.44,134,121.376
1990,-102.28,-82.61,1.46,134,121.424
1991,-102.25,-82.56,1.37,134,121.485
1992,-102.21,-82.61,1.47,134,121.534
1993,-102.20,-82.57,1.44,134,121.596
1994,-102.22,-82.56,1.27,134,121.642
1995,-102.25,-82.66,1.45,134,121.689
1996,-102.16,-82.65,1.47,135,121.847
1997,-102.14,-82.73,1.65,135,121.893
1998,-102.18,-82.82,1.72,135,121.954
1999,-102.11,-82.82,1.73,135,122.001
2000,-102.09,-82.86,1.80,135,122.048
2001,-102.12,-82.95,1.87,135,122.095
2002,-102.09,-83.06,2.05,135,122.140
2003,-102.03,-83.04,2.02,135,122.189
2004,-101.98,-82.99,2.04,135,122.236
2005,-102.02,-83.07,2.15,135,122.284
2006,-102.02,-83.05,2.10,135,122.332
2007,-102.05,-83.13,2.12,135,122.375
2008,-101.95,-83.04,2.13,135,122.425
2009,-101.86,-82.95,2.14,135,122.471
2010,-101.87,-82.98,2.17,135,122.522
2011,-101.83,-82.88,2.03,136,122.670
2012,-101.81,-82.83,2.01,136,122.720
2013,-101.86,-82.99,2.04,136,122.767
2014,-101.83,-83.02,2.13,136,122.828
2015,-101.84,-83.05,2.19,136,122.888
2016,-101.87,-83.02,2.11,136,122.950
2017,-101.83,-83.05,2.20,136,123.003
2018,-101.85,-83.06,2.22,136,123.053
2019,-101.87,-83.06,2.23,136,123.099
2020,-101.82,-83.01,2.18,136,123.147
2021,-101.74,-82.92,2.17,136,123.192
2022,-101.73,-82.88,2.11,136,123.242
2023,-101.77,-82.91,2.10,136,123.310
2024,-101.69,-82.90,2.18,136,123.367
2025,-101.74,-82.94,2.19,136,123.429
2026,-101.73,-82.99,2.26,137,123.580
2027,-101.72,-82.89,2.04,137,123.642
2028,-101.80,-82.97,2.05,137,123.704
2029,-101.82,-83.01,2.02,137,123.751
2030,-101.85,-83.05,2.00,137,123.796
2031,-101.81,-82.98,1.95,137,123.846
2032,-101.74,-82.97,2.06,137,123.903
2033,-101.77,-82.94,1.94,137,123.964
2034,-101.75,-82.91,1.84,137,124.024
2035,-101.73,-82.88,1.82,137,124.075
2036,-101.75,-82.97,1.87,137,124.133
2037,-101.77,-82.99,1.83,137,124.180
2038,-101.78,-83.07,1.97,137,124.228
2039,-101.80,-83.05,1.89,137,124.275
2040,-101.78,-83.01,1.90,137,124.321
2041,-101.76,-82.98,1.84,138,124.473
2042,-101.68,-82.99,1.91,138,124.520
2043,-101.68,-82.87,1.66,138,124.581
2044,-101.76,-82.99,1.70,138,124.628
2045,-101.77,-83.03,1.67,138,124.675
2046,-101.73,-83.00,1.71,138,124.732
2047,-101.74,-83.04,1.76,138,124.787
2048,-101.73,-83.00,1.72,138,124.837
2049,-101.75,-83.08,1.75,138,124.882
2050,-101.77,-83.14,1.84,138,124.928
2051,-101.73,-83.10,1.91,138,124.972
2052,-101.74,-83.13,1.83,138,125.018
2053,-101.75,-83.23,1.92,138,125.067
2054,-101.78,-83.22,1.86,138,125.124
2055,-101.76,-83.23,1.94,138,125.169
2056,-101.72,-83.16,1.90,139,125.321
2057,-101.73,-83.31,2.12,139,125.368
2058,-101.72,-83.19,1.93,139,125.430
2059,-101.75,-83.21,1.83,139,125.479
2060,-101.73,-83.15,1.80,139,125.539
2061,-101.66,-83.04,1.75,139,125.585
2062,-101.60,-82.95,1.71,139,125.633
2063,-101.55,-82.88,1.76,139,125.681
2064,-101.53,-82.91,1.79,139,125.727
2065,-101.57,-82.92,1.74,139,125.790
2066,-101.57,-82.92,1.77,139,125.836
2067,-101.52,-83.01,1.98,139,125.896
2068,-101.53,-82.98,1.92,139,125.943
2069,-101.52,-82.91,1.87,139,126.004
2070,-101.48,-82.84,1.82,139,126.051
2071,-101.48,-82.89,1.86,140,126.206
2072,-101.54,-82.91,1.90,140,126.267
2073,-101.54,-82.91,1.89,140,126.328
2074,-101.53,-82.89,1.84,140,126.375
2075,-101.57,-82.95,1.79,140,126.423
2076,-101.61,-83.01,1.82,140,126.469
2077,-101.66,-83.10,1.91,140,126.518
2078,-101.68,-83.18,1.97,140,126.567
2079,-101.67,-83.13,1.93,140,126.612
2080,-101.70,-83.20,1.99,140,126.673
2081,-101.68,-83.21,2.16,140,126.720
2082,-101.67,-83.18,2.15,140,126.770
2083,-101.65,-83.14,2.14,140,126.816
2084,-101.63,-83.10,2.20,140,126.871
2085,-101.66,-83.16,2.19,140,126.923
2086,-101.69,-83.24,2.22,141,127.078
2087,-101.66,-83.24,2.23,141,127.124
2088,-101.65,-83.11,2.00,141,127.170
2089,-101.58,-83.12,2.06,141,127.234
2090,-101.62,-83.11,2.02,141,127.284
2091,-101.66,-83.16,1.98,141,127.338
2092,-101.65,-83.11,1.91,141,127.386
2093,-101.69,-83.09,1.81,141,127.442
2094,-101.76,-83.18,1.84,141,127.488
2095,-101.77,-83.19,1.77,141,127.550
2096,-101.78,-83.19,1.84,141,127.599
2097,-101.79,-83.26,1.90,141,127.645
2098,-101.78,-83.14,1.73,141,127.706
2099,-101.75,-83.13,1.79,141,127.758
2100,-101.77,-83.12,1.75,141,127.818
2101,-101.74,-83.07,1.74,142,127.973
2102,-101.70,-83.04,1.82,142,128.021
2103,-101.73,-83.24,2.18,142,128.067
2104,-101.70,-83.13,2.03,142,128.119
2105,-101.65,-83.11,2.12,142,128.164
2106,-101.64,-83.07,2.08,142,128.227
2107,-101.68,-83.10,2.04,142,128.288
2108,-101.70,-83.14,2.06,142,128.335
2109,-101.84,-83.24,1.97,142,128.396
2110,-101.81,-83.21,1.98,142,128.440
2111,-101.79,-83.18,1.96,142,128.494
2112,-101.76,-83.14,1.95,142,128.555
2113,-101.74,-83.17,2.06,142,128.606
2114,-101.85,-83.26,1.94,142,128.655
2115,-101.86,-83.29,1.95,142,128.707
2116,-101.87,-83.20,1.75,143,128.855
2117,-101.88,-83.23,1.80,143,128.910
2118,-101.85,-83.11,1.62,143,128.959
2119,-101.81,-83.09,1.59,143,129.006
2120,-101.85,-83.26,1.78,143,129.065
2121,-101.82,-83.28,1.92,143,129.111
2122,-101.83,-83.33,1.98,143,129.167
2123,-101.82,-83.35,1.96,143,129.228
2124,-101.83,-83.32,1.91,143,129.278
2125,-101.84,-83.34,1.88,143,129.324
2126,-101.82,-83.30,1.90,143,129.370
2127,-101.87,-83.36,1.91,143,129.421
2128,-101.83,-83.39,1.95,143,129.478
2129,-101.82,-83.45,2.03,143,129.535
2130,-101.73,-83.47,2.19,143,129.583
2131,-101.70,-83.37,2.13,144,129.739
2132,-101.68,-83.29,2.05,144,129.787
2133,-101.65,-83.26,2.10,144,129.846
2134,-101.63,-83.20,2.03,144,129.898
2135,-101.71,-83.27,1.96,144,129.956
2136,-101.72,-83.33,1.95,144,130.012
2137,-101.73,-83.38,2.01,144,130.058
2138,-101.72,-83.34,1.97,144,130.105
2139,-101.74,-83.33,1.89,144,130.152
2140,-101.87,-83.46,1.91,144,130.199
2141,-101.83,-83.39,1.92,144,130.247
2142,-101.90,-83.44,1.91,144,130.295
2143,-101.86,-83.37,1.93,144,130.356
2144,-101.86,-83.29,1.71,144,130.403
2145,-101.82,-83.31,1.77,144,130.448
2146,-101.84,-83.34,1.85,145,130.604
2147,-101.79,-83.37,1.96,145,130.665
2148,-101.80,-83.48,2.13,145,130.712
2149,-101.81,-83.46,2.08,145,130.760
2150,-101.83,-83.48,2.04,145,130.807
2151,-101.85,-83.49,2.04,145,130.867
2152,-101.86,-83.49,2.06,145,130.914
2153,-101.82,-83.47,2.11,145,130.959
2154,-101.80,-83.39,1.99,145,131.007
2155,-101.78,-83.34,1.97,145,131.052
2156,-101.78,-83.32,1.89,145,131.103
2157,-101.80,-83.35,1.96,145,131.163
2158,-101.73,-83.23,1.93,145,131.211
2159,-101.70,-83.30,2.08,145,131.255
2160,-101.76,-83.38,2.15,145,131.301
2161,-101.70,-83.26,2.08,146,131.455
2162,-101.62,-83.24,2.08,146,131.504
2163,-101.61,-83.24,2.10,146,131.566
2164,-101.65,-83.28,2.10,146,131.626
2165,-101.63,-83.27,2.12,146,131.674
2166,-101.65,-83.30,2.16,146,131.722
2167,-101.68,-83.30,2.11,146,131.765
2168,-101.70,-83.41,2.24,146,131.811
2169,-101.69,-83.32,2.04,146,131.859
2170,-101.67,-83.27,2.05,146,131.921
2171,-101.65,-83.22,2.02,146,131.970
2172,-101.64,-83.19,1.94,146,132.016
2173,-101.72,-83.18,1.72,146,132.074
2174,-101.71,-83.07,1.62,146,132.120
2175,-101.74,-83.09,1.65,146,132.170
2176,-101.80,-83.20,1.74,147,132.324
2177,-101.86,-83.32,1.82,147,132.371
2178,-101.87,-83.29,1.85,147,132.418
2179,-101.86,-83.33,1.90,147,132.465
2180,-101.87,-83.30,1.88,147,132.511
2181,-101.88,-83.27,1.80,147,132.558
2182,-101.79,-83.16,1.79,147,132.605
2183,-101.75,-83.10,1.71,147,132.652
2184,-101.77,-83.18,1.77,147,132.696
2185,-101.79,-83.24,1.76,147,132.757
2186,-101.86,-83.29,1.77,147,132.803
2187,-101.87,-83.36,1.89,147,132.864
2188,-101.86,-83.41,1.96,147,132.925
2189,-101.86,-83.45,2.02,147,132.975
2190,-101.87,-83.55,2.14,147,133.036
2191,-101.79,-83.42,2.02,148,133.192
2192,-101.80,-83.37,1.96,148,133.241
2193,-101.88,-83.40,1.93,148,133.286
2194,-101.95,-83.43,1.91,148,133.333
2195,-101.90,-83.42,1.92,148,133.393
2196,-101.87,-83.35,1.77,148,133.441
2197,-101.87,-83.44,1.97,148,133.502
2198,-101.83,-83.43,2.08,148,133.549
2199,-101.84,-83.48,2.17,148,133.596
2200,-101.90,-83.51,2.14,148,133.643
2201,-101.84,-83.42,2.12,148,133.691
2202,-101.76,-83.29,2.07,148,133.751
2203,-101.74,-83.30,2.17,148,133.800
2204,-101.71,-83.28,2.09,148,133.844
2205,-101.69,-83.25,2.14,148,133.893
2206,-101.67,-83.21,2.09,149,134.048
2207,-101.65,-83.17,2.04,149,134.096
2208,-101.68,-83.18,2.00,149,134.154
2209,-101.63,-83.16,2.11,149,134.201
2210,-101.69,-83.34,2.26,149,134.246
2211,-101.72,-83.38,2.29,149,134.294
2212,-101.68,-83.36,2.27,149,134.342
2213,-101.66,-83.28,2.11,149,134.388
2214,-101.66,-83.22,2.04,149,134.449
2215,-101.74,-83.28,1.93,149,134.509
2216,-101.76,-83.28,1.93,149,134.556
2217,-101.72,-83.27,1.95,149,134.603
2218,-101.65,-83.23,1.96,149,134.661
2219,-101.59,-83.12,1.91,149,134.711
2220,-101.58,-83.21,2.13,149,134.767
2221,-101.56,-83.25,2.15,150,134.924
2222,-101.52,-83.22,2.14,150,134.987
2223,-101.57,-83.23,2.12,150,135.035
2224,-101.61,-83.31,2.16,150,135.079
2225,-101.65,-83.31,2.11,150,135.141
2226,-101.67,-83.50,2.43,150,135.187
2227,-101.65,-83.48,2.42,150,135.235
2228,-101.64,-83.41,2.34,150,135.281
2229,-101.62,-83.33,2.25,150,135.326
2230,-101.65,-83.28,2.07,150,135.376
2231,-101.68,-83.24,1.91,150,135.424
2232,-101.68,-83.19,1.89,150,135.486
2233,-101.66,-83.13,1.80,150,135.533
2234,-101.69,-83.19,1.90,150,135.578
2235,-101.70,-83.19,1.80,150,135.625
2236,-101.69,-83.14,1.79,151,135.777
2237,-101.73,-83.16,1.80,151,135.837
2238,-101.69,-83.10,1.72,151,135.885
2239,-101.64,-83.01,1.71,151,135.944
2240,-101.68,-83.09,1.75,151,135.994
2241,-101.66,-83.05,1.74,151,136.058
2242,-101.65,-83.06,1.82,151,136.104
2243,-101.68,-83.08,1.83,151,136.149
2244,-101.76,-83.24,1.99,151,136.196
2245,-101.77,-83.33,2.11,151,136.256
2246,-101.85,-83.39,2.09,151,136.303
2247,-101.85,-83.43,2.07,151,136.363
2248,-101.88,-83.50,2.19,151,136.412
2249,-101.79,-83.39,2.10,151,136.458
2250,-101.80,-83.35,2.04,151,136.504
2251,-101.86,-83.38,1.95,152,136.660
2252,-101.82,-83.44,2.17,152,136.709
2253,-101.79,-83.28,1.98,152,136.770
2254,-101.86,-83.33,1.94,152,136.814
2255,-101.87,-83.37,2.05,152,136.863
2256,-101.83,-83.36,2.08,152,136.925
2257,-101.82,-83.30,2.08,152,136.984
2258,-101.83,-83.28,2.01,152,137.031
2259,-101.89,-83.40,2.11,152,137.080
2260,-101.90,-83.43,2.15,152,137.129
2261,-101.80,-83.36,2.17,152,137.175
2262,-101.76,-83.30,2.12,152,137.234
2263,-101.79,-83.29,2.05,152,137.282
2264,-101.79,-83.28,2.01,152,137.331
2265,-101.74,-83.16,1.99,152,137.377
2266,-101.76,-83.24,2.12,153,137.530
2267,-101.77,-83.24,2.03,153,137.578
2268,-101.75,-83.24,2.13,153,137.638
2269,-101.72,-83.18,2.06,153,137.687
2270,-101.72,-83.07,1.86,153,137.748
2271,-101.74,-83.14,1.91,153,137.794
2272,-101.71,-83.04,1.71,153,137.854
2273,-101.74,-83.05,1.71,153,137.899
2274,-101.73,-83.08,1.82,153,137.948
2275,-101.78,-83.18,1.89,153,137.996
2276,-101.80,-83.12,1.73,153,138.044
2277,-101.85,-83.31,1.99,153,138.087
2278,-101.87,-83.41,2.11,153,138.134
2279,-101.84,-83.36,2.11,153,138.182
2280,-101.90,-83.40,2.02,153,138.228
2281,-101.86,-83.32,1.96,154,138.376
2282,-101.89,-83.34,1.88,154,138.435
2283,-101.85,-83.20,1.79,154,138.484
2284,-101.85,-83.20,1.80,154,138.546
2285,-101.86,-83.27,1.88,154,138.592
2286,-101.81,-83.20,1.79,154,138.639
2287,-101.87,-83.25,1.70,154,138.687
2288,-101.92,-83.43,1.90,154,138.737
2289,-101.92,-83.42,1.88,154,138.796
2290,-101.83,-83.22,1.72,154,138.843
2291,-101.86,-83.25,1.74,154,138.892
2292,-101.87,-83.29,1.84,154,138.936
2293,-101.93,-83.35,1.85,154,138.998
2294,-101.89,-83.21,1.69,154,139.057
2295,-101.81,-83.04,1.55,154,139.104
2296,-101.77,-83.13,1.70,155,139.261
2297,-101.80,-83.13,1.67,155,139.307
2298,-101.82,-83.24,1.83,155,139.353
2299,-101.83,-83.31,2.04,155,139.400
2300,-101.84,-83.31,2.03,155,139.460
2301,-101.81,-83.33,2.08,155,139.508
2302,-101.83,-83.33,1.99,155,139.552
2303,-101.80,-83.36,2.12,155,139.599
2304,-101.78,-83.29,2.05,155,139.645
2305,-101.74,-83.28,2.12,155,139.694
2306,-101.77,-83.29,2.03,155,139.741
2307,-101.69,-83.24,2.06,155,139.789
2308,-101.67,-83.24,2.16,155,139.849
2309,-101.65,-83.11,2.02,155,139.894
2310,-101.72,-83.17,2.00,155,139.942
2311,-101.70,-83.11,1.95,154,140.098
2312,-101.74,-83.08,1.80,154,140.146
2313,-101.73,-83.04,1.76,154,140.192
2314,-101.73,-83.12,1.85,154,140.251
2315,-101.76,-83.12,1.83,154,140.295
2316,-101.79,-83.12,1.81,154,140.345
2317,-101.80,-83.14,1.75,154,140.391
2318,-101.77,-83.08,1.74,154,140.438
2319,-101.80,-83.18,1.87,154,140.487
2320,-101.82,-83.20,1.87,154,140.534
2321,-101.83,-83.18,1.73,154,140.578
2322,-101.84,-83.19,1.68,154,140.627
2323,-101.90,-83.25,1.63,154,140.675
2324,-101.94,-83.29,1.59,154,140.721
2325,-102.00,-83.41,1.73,154,140.768
2326,-101.96,-83.34,1.72,153,140.924
2327,-101.94,-83.39,1.67,153,140.972
2328,-101.93,-83.51,1.82,153,141.023
2329,-101.93,-83.61,1.97,153,141.079
2330,-101.93,-83.62,2.02,153,141.129
2331,-101.84,-83.66,2.21,153,141.175
2332,-101.85,-83.60,2.13,153,141.236
2333,-101.86,-83.57,2.11,153,141.298
2334,-101.83,-83.55,2.18,153,141.358
2335,-101.87,-83.76,2.46,153,141.407
2336,-101.88,-83.69,2.29,153,141.451
2337,-101.81,-83.55,2.23,153,141.512
2338,-101.78,-83.46,2.17,153,141.559
2339,-101.71,-83.33,2.05,153,141.605
2340,-101.73,-83.46,2.17,153,141.666
2341,-101.65,-83.36,2.21,152,141.823
2342,-101.68,-83.35,2.11,152,141.884
2343,-101.67,-83.29,2.04,152,141.944
2344,-101.67,-83.17,1.93,152,141.993
2345,-101.71,-83.17,1.88,152,142.039
2346,-101.65,-83.01,1.79,152,142.110
2347,-101.60,-82.86,1.71,152,142.163
2348,-101.63,-82.97,1.80,152,142.210
2349,-101.66,-83.07,1.88,152,142.259
2350,-101.65,-82.97,1.79,152,142.307
2351,-101.68,-83.06,1.94,152,142.363
2352,-101.75,-83.20,1.93,152,142.414
2353,-101.73,-83.15,1.83,152,142.471
2354,-101.79,-83.19,1.81,152,142.517
2355,-101.75,-83.13,1.80,152,142.576
2356,-101.72,-83.14,1.76,151,142.733
2357,-101.71,-83.07,1.70,151,142.780
2358,-101.69,-83.03,1.67,151,142.825
2359,-101.70,-83.11,1.76,151,142.886
2360,-101.72,-83.12,1.78,151,142.933
2361,-101.70,-83.07,1.76,151,142.995
2362,-101.74,-83.17,1.91,151,143.055
2363,-101.70,-83.20,1.91,151,143.103
2364,-101.68,-83.14,1.96,151,143.164
2365,-101.67,-83.09,1.86,151,143.210
2366,-101.65,-83.11,1.91,151,143.259
2367,-101.73,-83.24,1.97,151,143.321
2368,-101.71,-83.27,2.07,151,143.383
2369,-101.72,-83.40,2.23,151,143.430
2370,-101.71,-83.40,2.32,151,143.476
2371,-101.72,-83.38,2.25,150,143.630
2372,-101.74,-83.41,2.16,150,143.680
2373,-101.77,-83.41,2.07,150,143.727
2374,-101.83,-83.51,2.05,150,143.775
2375,-101.81,-83.49,2.15,150,143.819
2376,-101.81,-83.51,2.10,150,143.865
2377,-101.92,-83.63,2.10,150,143.915
2378,-102.02,-83.74,2.09,150,143.962
2379,-101.97,-83.62,2.05,150,144.009
2380,-101.92,-83.54,2.04,150,144.070
2381,-101.92,-83.52,1.95,150,144.131
2382,-101.94,-83.42,1.79,150,144.180
2383,-101.98,-83.58,1.93,150,144.226
2384,-101.98,-83.62,2.07,150,144.272
2385,-101.92,-83.54,1.98,150,144.322
2386,-101.98,-83.56,1.97,149,144.474
2387,-101.95,-83.49,1.98,149,144.521
2388,-101.93,-83.58,2.18,149,144.567
2389,-101.89,-83.55,2.17,149,144.629
2390,-101.94,-83.58,2.07,149,144.687
2391,-101.99,-83.64,2.07,149,144.736
2392,-101.98,-83.60,1.99,149,144.797
2393,-101.98,-83.55,1.96,149,144.844
2394,-101.96,-83.65,2.13,149,144.890
2395,-101.95,-83.71,2.19,149,144.938
2396,-101.94,-83.64,2.11,149,144.988
2397,-101.91,-83.62,2.21,149,145.054
2398,-101.92,-83.56,2.13,149,145.116
2399,-101.92,-83.51,2.06,149,145.174
2400,-101.93,-83.41,1.88,149,145.223
2401,-101.86,-83.37,1.97,148,145.374
2402,-101.86,-83.42,1.93,148,145.439
2403,-101.91,-83.58,2.13,148,145.489
2404,-101.90,-83.61,2.18,148,145.546
2405,-101.81,-83.45,2.13,148,145.594
2406,-101.79,-83.38,2.06,148,145.641
2407,-101.81,-83.42,2.06,148,145.701
2408,-101.83,-83.44,2.08,148,145.761
2409,-101.82,-83.44,2.15,148,145.828
2410,-101.79,-83.37,2.10,148,145.887
2411,-101.81,-83.34,2.06,148,145.938
2412,-101.85,-83.50,2.25,148,145.996
2413,-101.85,-83.47,2.21,148,146.045
2414,-101.83,-83.39,2.06,148,146.090
2415,-101.76,-83.28,1.93,148,146.136
2416,-101.72,-83.27,1.94,147,146.294
2417,-101.70,-83.27,1.99,147,146.355
2418,-101.67,-83.31,2.06,147,146.413
2419,-101.70,-83.38,2.15,147,146.459
2420,-101.76,-83.47,2.19,147,146.509
2421,-101.69,-83.34,2.14,147,146.556
2422,-101.73,-83.26,1.96,147,146.617
2423,-101.70,-83.26,1.97,147,146.669
2424,-101.64,-83.13,1.82,147,146.728
2425,-101.64,-83.06,1.73,147,146.793
2426,-101.71,-83.13,1.75,147,146.839
2427,-101.64,-83.06,1.74,147,146.897
2428,-101.63,-82.99,1.68,147,146.945
2429,-101.61,-82.95,1.68,147,146.997
2430,-101.66,-83.13,1.84,147,147.055
2431,-101.68,-83.14,1.84,146,147.212
2432,-101.71,-83.15,1.82,146,147.257
2433,-101.74,-83.18,1.76,146,147.304
2434,-101.76,-83.23,1.79,146,147.349
2435,-101.74,-83.18,1.64,146,147.396
2436,-101.70,-83.24,1.78,146,147.460
2437,-101.66,-83.22,1.84,146,147.510
2438,-101.64,-83.19,1.84,146,147.570
2439,-101.58,-83.22,2.07,146,147.632
2440,-101.54,-83.12,2.01,146,147.682
2441,-101.50,-83.03,1.97,146,147.730
2442,-101.60,-83.11,1.94,146,147.785
2443,-101.63,-83.13,1.86,146,147.848
2444,-101.70,-83.17,1.82,146,147.908
2445,-101.73,-83.18,1.84,146,147.971
2446,-101.79,-83.32,1.96,145,148.127
2447,-101.82,-83.33,2.03,145,148.176
2448,-101.84,-83.31,2.00,145,148.231
2449,-101.88,-83.36,1.96,145,148.291
2450,-101.89,-83.35,1.95,145,148.354
2451,-101.93,-83.45,2.01,145,148.401
2452,-101.93,-83.43,1.93,145,148.456
2453,-101.92,-83.52,2.09,145,148.504
2454,-101.89,-83.46,2.06,145,148.559
2455,-101.91,-83.53,2.18,145,148.606
2456,-101.88,-83.44,2.13,145,148.665
2457,-101.86,-83.40,2.10,145,148.726
2458,-101.84,-83.34,2.03,145,148.773
2459,-101.85,-83.33,1.94,145,148.822
2460,-101.85,-83.36,1.96,145,148.882
2461,-101.87,-83.34,1.83,144,149.033
2462,-101.87,-83.50,2.11,144,149.093
2463,-101.88,-83.63,2.36,144,149.140
2464,-101.84,-83.53,2.27,144,149.188
2465,-101.80,-83.46,2.18,144,149.249
2466,-101.77,-83.37,2.10,144,149.297
2467,-101.79,-83.36,2.06,144,149.345
2468,-101.76,-83.29,1.92,144,149.390
2469,-101.73,-83.17,1.73,144,149.436
2470,-101.75,-83.23,1.79,144,149.503
2471,-101.78,-83.24,1.73,144,149.556
2472,-101.81,-83.28,1.79,144,149.603
2473,-101.83,-83.29,1.75,144,149.652
2474,-101.80,-83.23,1.74,144,149.697
2475,-101.77,-83.28,1.89,144,149.760
2476,-101.79,-83.28,1.88,143,149.913
2477,-101.81,-83.31,1.90,143,149.974
2478,-101.82,-83.44,2.10,143,150.036
2479,-101.74,-83.33,2.00,143,150.083
2480,-101.76,-83.37,2.04,143,150.130
2481,-101.73,-83.29,2.00,143,150.177
2482,-101.74,-83.35,2.03,143,150.226
2483,-101.83,-83.33,1.81,143,150.273
2484,-101.84,-83.33,1.76,143,150.319
2485,-101.82,-83.30,1.78,143,150.365
2486,-101.84,-83.21,1.60,143,150.423
2487,-101.82,-83.18,1.63,143,150.472
2488,-101.79,-83.16,1.68,143,150.520
2489,-101.77,-83.13,1.71,143,150.566
2490,-101.73,-83.14,1.75,143,150.613
2491,-101.76,-83.14,1.74,142,150.770
2492,-101.83,-83.21,1.69,142,150.816
2493,-101.75,-83.19,1.77,142,150.875
2494,-101.67,-83.17,1.84,142,150.925
2495,-101.68,-83.26,1.96,142,150.986
2496,-101.67,-83.17,1.85,142,151.036
2497,-101.60,-83.07,1.76,142,151.079
2498,-101.65,-83.12,1.79,142,151.129
2499,-101.70,-83.18,1.70,142,151.189
2500,-101.64,-83.02,1.57,142,151.238
